Date,Time,Timestamp,Source_IP_Address,Destination_IP_Address,Source_Port,Destination_Port,Protocol,Packet_Length,Packet_Type,Traffic_Type,Anomaly_Scores,Attack_Type,Attack_Signature,Action_Taken,Severity_Level,User_Information,Device_Information,Network_Segment,Geo_location_Data,Log_Source
2020-06-30,17:32:09,2020-06-30 17:32:09,128.118.208.54,2.142.10.51,52484,54244,UDP,708,Control,DNS,35.35,Malware,Known Pattern A,Ignored,High,Kanav Sabharwal,Opera/9.85.(X11; Linux x86_64; yue-HK) Presto/2.9.162 Version/12.00,Segment C,"Motihari, Andhra Pradesh",Server
2022-03-22,22:51:33,2022-03-22 22:51:33,163.128.4.76,149.237.120.176,36691,43211,TCP,1314,Data,DNS,54.22,DDoS,Known Pattern A,Logged,Medium,Madhav Solanki,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/3.1),Segment A,"Barasat, Goa",Firewall
2022-04-13,07:12:36,2022-04-13 07:12:36,22.52.60.217,15.132.87.133,22083,51809,UDP,620,Control,FTP,93.22,DDoS,Known Pattern A,Blocked,Medium,Sahil Upadhyay,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; fi-FI) AppleWebKit/533.5.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6533.5.6",Segment B,"Jodhpur, Uttar Pradesh",Firewall
2021-08-31,20:57:44,2021-08-31 20:57:44,48.42.161.104,157.197.129.22,44416,18967,ICMP,294,Data,FTP,72.92,DDoS,Known Pattern B,Logged,Medium,Gokul Garg,Mozilla/5.0 (Windows NT 5.2; kl-GL; rv:1.9.1.20) Gecko/5716-12-05 10:41:01 Firefox/3.8,Segment B,"Karawal Nagar, Punjab",Server
2022-08-11,02:29:04,2022-08-11 02:29:04,179.109.100.125,196.114.158.177,52459,2058,UDP,489,Data,HTTP,19.15,Malware,Known Pattern B,Blocked,High,Azad Dube,"Mozilla/5.0 (Linux; Android 5.0.1) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/42.0.817.0 Safari/533.2",Segment C,"Pondicherry, Uttar Pradesh",Firewall
2023-08-09,00:39:55,2023-08-09 00:39:55,216.10.93.1,62.227.10.229,31789,20273,ICMP,656,Control,DNS,59.67,Intrusion,Known Pattern A,Blocked,High,Baiju Khare,Opera/9.97.(Windows NT 10.0; mn-MN) Presto/2.9.190 Version/12.00,Segment A,"Durgapur, Chhattisgarh",Server
2023-09-30,13:01:35,2023-09-30 13:01:35,147.65.137.141,222.70.132.91,47815,5333,TCP,1388,Data,FTP,12.86,Malware,Known Pattern A,Blocked,Low,Indranil Bobal,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_0 rv:4.0; ast-ES) AppleWebKit/535.25.6 (KHTML, like Gecko) Version/5.0.5 Safari/535.25.6",Segment A,"Jamalpur, Meghalaya",Firewall
2022-04-12,20:58:41,2022-04-12 20:58:41,20.17.73.58,147.112.184.186,54330,11664,ICMP,417,Data,HTTP,32.71,Intrusion,Known Pattern A,Blocked,High,Riaan Luthra,Opera/9.81.(Windows NT 4.0; br-FR) Presto/2.9.163 Version/10.00,Segment A,"Purnia, Chhattisgarh",Server
2022-03-29,05:39:45,2022-03-29 05:39:45,206.158.67.106,50.15.120.38,57068,5883,UDP,322,Data,FTP,88.05,Malware,Known Pattern A,Ignored,Low,Sahil Sangha,Mozilla/5.0 (Android 2.2.1; Mobile; rv:55.0) Gecko/55.0 Firefox/55.0,Segment C,"Alwar, Rajasthan",Server
2023-09-09,16:53:08,2023-09-09 16:53:08,29.189.114.154,67.117.78.157,64464,49115,ICMP,1277,Data,HTTP,65.34,Malware,Known Pattern B,Ignored,High,Kavya Dhingra,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/30.0.824.0 Safari/534.0",Segment A,"Yamunanagar, Mizoram",Firewall
2023-03-04,19:54:32,2023-03-04 19:54:32,221.246.206.113,84.191.58.208,21412,43165,TCP,858,Data,HTTP,11.23,Malware,Known Pattern B,Ignored,Low,Aaryahi Vala,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_5) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/55.0.819.0 Safari/533.0",Segment A,"Ambala, Punjab",Server
2022-07-29,04:53:06,2022-07-29 04:53:06,221.114.151.161,209.255.180.154,64955,21038,ICMP,142,Control,DNS,41.83,Malware,Known Pattern A,Ignored,High,Charvi Datta,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_6 rv:4.0; my-MM) AppleWebKit/534.30.2 (KHTML, like Gecko) Version/5.1 Safari/534.30.2",Segment B,"Karawal Nagar, Bihar",Firewall
2021-08-30,03:10:13,2021-08-30 03:10:13,74.51.117.176,152.35.184.153,28669,2250,UDP,1163,Data,DNS,63.23,Intrusion,Known Pattern B,Logged,Medium,Nehmat Chauhan,Mozilla/5.0 (Windows NT 10.0; tcy-IN; rv:1.9.0.20) Gecko/7163-09-26 18:52:13 Firefox/3.8,Segment B,"Belgaum, Bihar",Firewall
2022-07-05,02:38:08,2022-07-05 02:38:08,11.113.32.157,101.77.95.218,26068,30560,TCP,985,Control,DNS,16.57,Malware,Known Pattern A,Ignored,Medium,Adah Taneja,Mozilla/5.0 (Android 10; Mobile; rv:7.0) Gecko/7.0 Firefox/7.0,Segment B,"Karnal, Gujarat",Server
2021-08-02,22:54:25,2021-08-02 22:54:25,124.212.218.165,78.100.24.39,13699,23436,UDP,574,Control,DNS,28.87,Intrusion,Known Pattern B,Blocked,High,Adira Kaur,Opera/8.30.(Windows 98; hr-HR) Presto/2.9.182 Version/11.00,Segment B,"Indore, Jharkhand",Server
2020-06-08,10:10:30,2020-06-08 10:10:30,97.96.83.225,218.207.9.175,19204,26304,UDP,871,Data,FTP,37.43,DDoS,Known Pattern B,Logged,High,Inaaya  Sharaf,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/532.7.4 (KHTML, like Gecko) Version/4.0.5 Safari/532.7.4",Segment A,"Hyderabad, Assam",Server
2021-01-29,21:34:09,2021-01-29 21:34:09,2.208.121.78,174.138.52.122,25054,23122,TCP,1268,Control,FTP,60.22,Malware,Known Pattern A,Logged,Medium,Rania Dada,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Win 9x 4.90; Trident/3.0),Segment B,"Bardhaman, Maharashtra",Server
2022-04-23,22:40:48,2022-04-23 22:40:48,202.29.236.38,123.145.43.39,33482,11143,UDP,419,Control,FTP,14.91,Malware,Known Pattern B,Blocked,High,Shanaya Bala,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_0 rv:2.0; sk-SK) AppleWebKit/532.43.7 (KHTML, like Gecko) Version/5.1 Safari/532.43.7",Segment B,"Bulandshahr, Manipur",Firewall
2021-11-22,21:33:02,2021-11-22 21:33:02,19.22.82.136,169.184.37.183,57722,54783,TCP,1392,Data,FTP,32.88,Malware,Known Pattern A,Logged,Medium,Navya Bhagat,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Win 9x 4.90; Trident/3.0),Segment A,"Bathinda, Assam",Firewall
2021-01-08,15:20:05,2021-01-08 15:20:05,196.136.155.208,26.11.254.87,22754,19240,TCP,469,Control,DNS,17.97,Malware,Known Pattern A,Ignored,Low,Aradhya Sidhu,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/3.1),Segment A,"Thrissur, Goa",Server
2021-03-29,05:17:43,2021-03-29 05:17:43,88.214.244.181,16.253.93.125,24182,38249,TCP,217,Control,HTTP,71.99,Malware,Known Pattern B,Logged,Low,Taimur Vaidya,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/531.11.7 (KHTML, like Gecko) Version/5.0 Safari/531.11.7",Segment B,"Kolkata, Andhra Pradesh",Firewall
2020-08-02,08:27:02,2020-08-02 08:27:02,168.84.27.219,113.234.96.118,46634,48321,TCP,947,Control,HTTP,35.65,DDoS,Known Pattern B,Blocked,Low,Dhanush Kurian,"Mozilla/5.0 (iPad; CPU iPad OS 12_4_8 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) FxiOS/17.4d8519.0 Mobile/26I376 Safari/533.0",Segment C,"Chandrapur, Karnataka",Firewall
2022-07-12,18:28:04,2022-07-12 18:28:04,76.155.42.239,124.187.57.30,44535,28346,TCP,1257,Control,FTP,66.81,DDoS,Known Pattern A,Logged,Low,Rati Khatri,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/37.0.869.0 Safari/533.0",Segment C,"Nashik, Maharashtra",Firewall
2021-12-20,23:33:00,2021-12-20 23:33:00,98.163.23.111,75.122.217.135,44483,56892,UDP,1109,Data,DNS,95.57,DDoS,Known Pattern A,Logged,Low,Fateh Sinha,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_8) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/48.0.862.0 Safari/534.0",Segment B,"Yamunanagar, Arunachal Pradesh",Server
2020-12-13,22:38:23,2020-12-13 22:38:23,5.235.155.221,216.229.246.188,19023,65148,ICMP,643,Control,HTTP,60.95,Intrusion,Known Pattern A,Ignored,Low,Faiyaz Bose,Mozilla/5.0 (Android 5.0.2; Mobile; rv:19.0) Gecko/19.0 Firefox/19.0,Segment C,"Chapra, Uttar Pradesh",Firewall
2020-10-08,12:08:30,2020-10-08 12:08:30,69.215.35.232,86.106.36.107,56798,35236,ICMP,895,Control,HTTP,78.95,Malware,Known Pattern B,Logged,Low,Hansh Bakshi,"Mozilla/5.0 (iPad; CPU iPad OS 6_1_6 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) CriOS/34.0.828.0 Mobile/42B476 Safari/535.0",Segment C,"Dehri, Madhya Pradesh",Firewall
2020-12-28,22:44:01,2020-12-28 22:44:01,164.88.126.152,211.194.167.243,16209,29403,TCP,736,Data,DNS,29.03,Intrusion,Known Pattern B,Ignored,Low,Eva Vasa,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; dv-MV) AppleWebKit/535.6.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6535.6.3",Segment C,"Avadi, Chhattisgarh",Firewall
2023-07-19,20:18:57,2023-07-19 20:18:57,180.60.7.244,103.51.184.227,8156,25362,TCP,1154,Data,DNS,40.54,DDoS,Known Pattern A,Blocked,Medium,Ahana  Edwin,Opera/9.16.(Windows NT 6.2; gu-IN) Presto/2.9.162 Version/10.00,Segment A,"Faridabad, Himachal Pradesh",Server
2022-06-18,02:53:45,2022-06-18 02:53:45,159.112.39.47,6.189.124.226,53016,34876,ICMP,483,Data,HTTP,48.16,Malware,Known Pattern A,Logged,Medium,Arhaan Kashyap,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_3; rv:1.9.5.20) Gecko/5982-07-18 03:40:25 Firefox/7.0,Segment B,"Burhanpur, West Bengal",Firewall
2020-11-16,08:55:48,2020-11-16 08:55:48,45.67.10.243,162.192.182.44,6459,51709,UDP,574,Control,DNS,31.91,Intrusion,Known Pattern A,Blocked,Medium,Shaan Roy,"Mozilla/5.0 (Linux; Android 8.0.0) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/24.0.802.0 Safari/532.2",Segment C,"Ramgarh, Chhattisgarh",Firewall
2020-11-17,11:17:00,2020-11-17 11:17:00,62.117.101.59,69.74.24.100,36878,7510,TCP,280,Data,HTTP,29.29,DDoS,Known Pattern A,Blocked,Medium,Taimur Ghose,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.0; Trident/4.0),Segment A,"Medininagar, Assam",Server
2022-07-14,18:45:15,2022-07-14 18:45:15,12.42.186.62,175.191.128.179,3305,40063,TCP,323,Data,DNS,6.45,Malware,Known Pattern B,Logged,Low,Darshit Lal,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_4 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) FxiOS/17.3o2737.0 Mobile/13Y987 Safari/534.0",Segment B,"Sultan Pur Majra, Himachal Pradesh",Server
2020-11-14,21:23:17,2020-11-14 21:23:17,68.131.15.208,47.216.135.31,3861,64870,ICMP,1115,Control,FTP,44.67,Intrusion,Known Pattern A,Logged,Medium,Zain Suri,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; lg-UG) AppleWebKit/531.9.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6531.9.6",Segment B,"Chennai, Manipur",Firewall
2022-03-21,10:43:34,2022-03-21 10:43:34,13.207.110.87,96.101.203.89,33408,25181,TCP,578,Control,HTTP,22.75,Intrusion,Known Pattern A,Blocked,Medium,Siya Choudhury,Opera/8.18.(Windows NT 4.0; nhn-MX) Presto/2.9.178 Version/10.00,Segment B,"Hyderabad, Punjab",Firewall
2020-07-10,11:17:28,2020-07-10 11:17:28,80.170.25.163,34.164.8.50,58946,12735,ICMP,475,Control,FTP,56.48,Intrusion,Known Pattern B,Blocked,Low,Indranil Dutt,"Mozilla/5.0 (Linux; Android 2.3.5) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/56.0.817.0 Safari/533.1",Segment A,"Bhagalpur, Bihar",Firewall
2021-09-05,02:43:32,2021-09-05 02:43:32,123.130.105.83,200.79.117.226,13640,33925,ICMP,1391,Control,FTP,94.75,Malware,Known Pattern B,Ignored,Low,Yasmin Vig,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4 rv:4.0; so-ET) AppleWebKit/534.10.5 (KHTML, like Gecko) Version/4.1 Safari/534.10.5",Segment C,"Etawah, Tamil Nadu",Firewall
2022-03-26,06:46:03,2022-03-26 06:46:03,24.156.18.52,113.67.134.6,19372,36969,TCP,906,Control,DNS,12.85,Malware,Known Pattern B,Ignored,Medium,Charvi Dhingra,Mozilla/5.0 (compatible; MSIE 9.0; Windows 95; Trident/4.1),Segment B,"Morbi, Rajasthan",Server
2020-07-24,07:02:52,2020-07-24 07:02:52,135.113.167.44,177.158.209.53,61879,22701,ICMP,1331,Data,HTTP,7.98,Malware,Known Pattern B,Blocked,Low,Divyansh Dada,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/5.1),Segment B,"Nizamabad, Kerala",Server
2021-08-05,22:21:43,2021-08-05 22:21:43,65.209.22.97,138.31.117.121,59155,62945,TCP,1466,Control,DNS,22.81,DDoS,Known Pattern B,Logged,High,Uthkarsh Ravel,Opera/8.39.(Windows NT 10.0; kk-KZ) Presto/2.9.162 Version/10.00,Segment B,"Gurgaon, Nagaland",Server
2020-06-08,14:13:02,2020-06-08 14:13:02,105.213.122.117,51.245.162.166,26354,13115,ICMP,1464,Data,HTTP,47.03,Malware,Known Pattern B,Logged,Low,Divij Choudhury,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/42.0.858.0 Safari/531.2",Segment A,"Shimoga, Haryana",Firewall
2022-11-01,01:58:33,2022-11-01 01:58:33,159.94.94.5,32.39.14.120,25961,14290,TCP,166,Control,FTP,95.11,DDoS,Known Pattern B,Ignored,Medium,Yasmin Sarkar,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0),Segment A,"Loni, Telangana",Firewall
2022-09-09,14:12:34,2022-09-09 14:12:34,106.118.152.207,166.111.131.217,10082,42560,UDP,527,Control,DNS,40.37,Malware,Known Pattern A,Blocked,Low,Bhavin Chadha,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/4.1),Segment B,"Satna, Andhra Pradesh",Server
2021-08-18,11:50:18,2021-08-18 11:50:18,111.32.129.213,187.151.1.110,19814,16953,ICMP,825,Data,DNS,12.58,Intrusion,Known Pattern B,Blocked,Low,Rhea Lata,Opera/9.13.(Windows CE; os-RU) Presto/2.9.176 Version/10.00,Segment B,"Solapur, Tamil Nadu",Firewall
2022-11-15,02:29:03,2022-11-15 02:29:03,195.48.169.81,23.248.23.186,18159,10259,TCP,1373,Control,FTP,42.87,Malware,Known Pattern A,Blocked,Low,Shayak Arya,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_3 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) CriOS/53.0.841.0 Mobile/80D581 Safari/532.2",Segment B,"Muzaffarpur, Uttarakhand",Firewall
2020-04-19,18:24:37,2020-04-19 18:24:37,221.36.56.184,175.40.244.248,63432,14305,TCP,1425,Control,FTP,66.31,DDoS,Known Pattern A,Blocked,Low,Kanav Balay,Mozilla/5.0 (Windows NT 6.2; sa-IN; rv:1.9.0.20) Gecko/4181-11-20 13:01:11 Firefox/13.0,Segment C,"Bhavnagar, Andhra Pradesh",Server
2023-07-24,10:26:51,2023-07-24 10:26:51,3.163.37.84,103.170.45.230,41479,22233,ICMP,967,Data,HTTP,69.8,Intrusion,Known Pattern B,Ignored,High,Taran Sarin,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/62.0.842.0 Safari/534.1",Segment C,"Kulti, Jharkhand",Firewall
2020-11-05,09:13:58,2020-11-05 09:13:58,154.183.107.2,144.254.220.230,63729,23093,ICMP,199,Control,DNS,51.56,DDoS,Known Pattern A,Ignored,Low,Neysa Kohli,Opera/8.15.(Windows NT 10.0; ss-ZA) Presto/2.9.167 Version/10.00,Segment C,"Tezpur, Mizoram",Server
2023-06-26,18:54:34,2023-06-26 18:54:34,50.48.228.189,173.33.10.132,23945,14832,ICMP,1257,Data,HTTP,23.05,Intrusion,Known Pattern A,Logged,High,Armaan Jain,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/4440-05-21 23:05:53 Firefox/3.8,Segment B,"Tirupati, Sikkim",Server
2022-03-18,11:42:36,2022-03-18 11:42:36,91.249.144.148,199.100.226.166,34985,20613,TCP,1350,Control,FTP,42.97,DDoS,Known Pattern B,Blocked,High,Jhanvi Mangal,"Mozilla/5.0 (iPad; CPU iPad OS 5_1_1 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) CriOS/59.0.824.0 Mobile/99O056 Safari/532.2",Segment A,"Arrah, Haryana",Server
2022-07-04,00:34:35,2022-07-04 00:34:35,121.220.198.66,64.243.58.134,62077,24384,UDP,1394,Data,FTP,47.23,Malware,Known Pattern A,Blocked,High,Jayesh Arya,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.0; Trident/5.0),Segment C,"Jalgaon, Arunachal Pradesh",Firewall
2022-02-12,09:52:22,2022-02-12 09:52:22,74.223.141.20,17.20.208.24,63794,8104,UDP,769,Data,DNS,30.05,Intrusion,Known Pattern B,Ignored,Low,Shamik Anand,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_5 rv:5.0; te-IN) AppleWebKit/534.50.4 (KHTML, like Gecko) Version/5.0.2 Safari/534.50.4",Segment B,"Tinsukia, Kerala",Server
2021-07-09,12:39:14,2021-07-09 12:39:14,23.140.74.89,31.26.118.247,22528,1854,UDP,140,Data,FTP,32.77,DDoS,Known Pattern A,Blocked,Medium,Madhav Sundaram,Opera/8.26.(Windows NT 6.1; mni-IN) Presto/2.9.190 Version/12.00,Segment B,"Thoothukudi, Madhya Pradesh",Server
2023-09-23,09:04:14,2023-09-23 09:04:14,10.215.67.50,221.53.46.244,46920,21283,UDP,1330,Control,DNS,15.39,Malware,Known Pattern A,Ignored,Medium,Nayantara Chokshi,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/30.0.898.0 Safari/535.0",Segment A,"Asansol, Uttar Pradesh",Firewall
2022-10-12,04:38:15,2022-10-12 04:38:15,197.179.241.203,10.108.190.230,3107,28181,UDP,1478,Control,FTP,30.35,Malware,Known Pattern A,Ignored,Medium,Renee Verma,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/34.0.837.0 Safari/533.0",Segment B,"Panihati, Kerala",Firewall
2022-09-07,16:10:31,2022-09-07 16:10:31,46.91.253.255,174.9.117.171,16970,49376,UDP,936,Control,FTP,51.41,Intrusion,Known Pattern A,Blocked,Medium,Kaira Manda,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/7898-04-25 11:49:03 Firefox/7.0,Segment C,"Ambala, Kerala",Firewall
2022-05-09,11:12:47,2022-05-09 11:12:47,169.55.143.189,208.172.150.45,59293,2931,ICMP,1214,Control,HTTP,14.17,Malware,Known Pattern A,Ignored,Medium,Jiya Sule,"Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/534.12.4 (KHTML, like Gecko) Version/5.0.4 Safari/534.12.4",Segment B,"Madhyamgram, Assam",Firewall
2020-10-17,14:12:03,2020-10-17 14:12:03,215.103.225.210,177.92.56.164,7763,20785,TCP,810,Data,FTP,63.12,Malware,Known Pattern B,Ignored,Low,Parinaaz Kalla,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_0) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/58.0.886.0 Safari/534.1",Segment C,"Haldia, West Bengal",Server
2021-07-06,19:43:51,2021-07-06 19:43:51,36.164.119.226,104.99.17.207,23307,32926,UDP,1443,Control,DNS,40.52,Malware,Known Pattern A,Ignored,Low,Indranil Sachdev,Opera/8.77.(Windows NT 5.01; dz-BT) Presto/2.9.174 Version/12.00,Segment C,"Jamshedpur, Bihar",Firewall
2022-04-08,01:07:02,2022-04-08 01:07:02,167.170.177.239,170.167.98.128,19368,11899,ICMP,1281,Control,DNS,94.07,Malware,Known Pattern B,Blocked,High,Azad Srivastava,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.2; Trident/5.1),Segment B,"Saharsa, Punjab",Firewall
2022-04-13,22:49:43,2022-04-13 22:49:43,14.28.223.206,36.105.109.155,39420,38555,UDP,738,Control,DNS,15.97,DDoS,Known Pattern A,Ignored,Medium,Advik Magar,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2389-05-18 11:24:23 Firefox/15.0,Segment B,"Serampore, Tamil Nadu",Firewall
2022-04-26,07:18:32,2022-04-26 07:18:32,187.169.34.6,141.113.101.165,52483,57681,TCP,432,Data,DNS,88.15,DDoS,Known Pattern B,Blocked,Low,Amira Char,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/63.0.848.0 Safari/531.0",Segment A,"Panihati, Haryana",Server
2023-06-27,19:24:02,2023-06-27 19:24:02,203.25.34.198,104.124.22.54,44763,13199,TCP,106,Data,FTP,13.19,Malware,Known Pattern A,Blocked,Low,Romil Cheema,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0),Segment B,"Sonipat, Uttar Pradesh",Firewall
2022-11-01,14:36:30,2022-11-01 14:36:30,75.6.145.89,22.196.126.12,29905,29780,UDP,1461,Control,HTTP,26.65,Intrusion,Known Pattern A,Ignored,Medium,Anaya Grewal,Opera/8.96.(X11; Linux x86_64; is-IS) Presto/2.9.174 Version/11.00,Segment A,"Gwalior, Gujarat",Server
2020-08-20,22:00:57,2020-08-20 22:00:57,8.124.131.158,153.5.60.160,59839,65151,TCP,757,Data,HTTP,27.52,DDoS,Known Pattern B,Logged,High,Vritika Deshmukh,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_9 rv:6.0; tr-TR) AppleWebKit/533.14.2 (KHTML, like Gecko) Version/4.0.1 Safari/533.14.2",Segment B,"Nagpur, Nagaland",Server
2023-03-08,13:13:49,2023-03-08 13:13:49,33.54.212.195,61.31.9.84,15441,60112,UDP,1350,Data,FTP,35.58,Intrusion,Known Pattern A,Ignored,Medium,Riaan Borah,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/533.40.3 (KHTML, like Gecko) Version/5.0 Safari/533.40.3",Segment B,"Asansol, Kerala",Firewall
2022-10-29,06:52:39,2022-10-29 06:52:39,175.3.1.201,107.74.234.208,38237,47207,TCP,851,Data,DNS,14.7,DDoS,Known Pattern B,Ignored,Medium,Divyansh Bansal,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_1; rv:1.9.6.20) Gecko/9678-04-12 05:15:09 Firefox/3.8,Segment A,"Muzaffarnagar, Mizoram",Firewall
2023-06-03,04:18:56,2023-06-03 04:18:56,80.103.209.184,110.50.246.75,44881,26604,ICMP,340,Control,FTP,63.84,Intrusion,Known Pattern B,Ignored,Medium,Kashvi Apte,Opera/8.92.(X11; Linux x86_64; ru-UA) Presto/2.9.190 Version/12.00,Segment C,"Anantapur, Gujarat",Firewall
2021-06-04,10:25:11,2021-06-04 10:25:11,170.18.20.155,114.65.152.150,48380,26211,ICMP,1277,Control,HTTP,46.29,Intrusion,Known Pattern A,Ignored,High,Romil Agrawal,Opera/8.96.(X11; Linux x86_64; te-IN) Presto/2.9.186 Version/11.00,Segment B,"Kalyan-Dombivli, Nagaland",Server
2023-03-31,03:26:58,2023-03-31 03:26:58,120.20.120.93,104.195.209.79,9182,24513,TCP,114,Control,DNS,43.93,Malware,Known Pattern B,Blocked,Medium,Neysa Bail,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_7) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/23.0.810.0 Safari/531.1",Segment B,"Kozhikode, Uttar Pradesh",Server
2021-01-11,00:55:02,2021-01-11 00:55:02,189.169.107.72,179.119.37.33,30817,16034,TCP,264,Data,DNS,18.34,DDoS,Known Pattern B,Blocked,Medium,Pihu Bhardwaj,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_1 rv:4.0; gl-ES) AppleWebKit/535.44.5 (KHTML, like Gecko) Version/4.0 Safari/535.44.5",Segment C,"Bhind, Goa",Server
2023-06-18,16:40:47,2023-06-18 16:40:47,195.209.45.44,108.153.145.188,12481,27924,UDP,1065,Control,HTTP,93.94,Intrusion,Known Pattern A,Blocked,Low,Bhavin Ratti,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/532.15.5 (KHTML, like Gecko) Version/4.0.5 Safari/532.15.5",Segment B,"Etawah, Manipur",Firewall
2020-05-19,20:20:36,2020-05-19 20:20:36,11.190.160.156,104.208.242.21,32089,10734,ICMP,1102,Data,DNS,36.89,Malware,Known Pattern A,Ignored,Medium,Gatik Aggarwal,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_9 rv:6.0; az-IN) AppleWebKit/532.20.2 (KHTML, like Gecko) Version/4.0.3 Safari/532.20.2",Segment A,"Guna, Jharkhand",Firewall
2022-05-21,03:29:03,2022-05-21 03:29:03,17.28.217.18,58.150.203.2,11669,31315,TCP,1061,Control,FTP,56.37,Malware,Known Pattern B,Blocked,Medium,Bhamini Varma,Mozilla/5.0 (Android 2.2.1; Mobile; rv:21.0) Gecko/21.0 Firefox/21.0,Segment A,"Bhusawal, Haryana",Firewall
2021-04-17,09:38:45,2021-04-17 09:38:45,207.166.133.145,160.237.98.247,19081,48181,TCP,510,Data,DNS,4.21,DDoS,Known Pattern B,Logged,High,Tanya Vasa,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/32.0.807.0 Safari/532.0",Segment C,"Gurgaon, Maharashtra",Firewall
2020-07-13,15:22:45,2020-07-13 15:22:45,17.40.202.252,72.199.209.117,12383,14948,ICMP,831,Control,HTTP,22.41,Malware,Known Pattern A,Blocked,High,Indrans Dada,Opera/8.46.(X11; Linux i686; hr-HR) Presto/2.9.180 Version/10.00,Segment B,"Haldia, Maharashtra",Server
